snp	trait	gene	eqtl_type	chromq	posq	rsidq	chromt	post	rsidt	corr	dprime
rs35580429	Waist-to-hip ratio adjusted for BMI	IFT122	spatial			rs35580429			rs35580429	1.0	1.0
rs35580429	Waist-to-hip ratio adjusted for BMI	IFT122	spatial	3	129123859	rs9849510	3	129126872	rs35580429	1.0	1.0
rs113636864	Waist-to-hip ratio adjusted for BMI	IFT122	spatial			rs113636864			rs113636864	1.0	1.0
rs113636864	A body shape index	IFT122	spatial			rs113636864			rs113636864	1.0	1.0
rs113636864	Waist-hip index	IFT122	spatial			rs113636864			rs113636864	1.0	1.0
rs2909034	Waist-to-hip ratio adjusted for BMI	CDIP1	spatial	16	4601553	rs11641452	16	4605560	rs2909034	-0.997317	-1.0
rs2909034	Waist-to-hip ratio adjusted for BMI	CDIP1	spatial	16	4609785	rs12596870	16	4605560	rs2909034	-0.978933	-1.0
rs2909034	Waist-to-hip ratio adjusted for BMI	CDIP1	spatial			rs2909034			rs2909034	1.0	1.0
rs2909034	Waist-to-hip ratio adjusted for BMI	CDIP1	spatial	16	4605329	rs71139640	16	4605560	rs2909034	-1.0	-1.0
rs4786485	Waist-to-hip ratio adjusted for BMI	CDIP1	spatial	16	4426563	rs7205650	16	4423367	rs4786485	0.900094	0.956731
rs4786485	Waist-to-hip ratio adjusted for BMI	CDIP1	spatial	16	4425527	rs8052826	16	4423367	rs4786485	0.89719	0.950784
rs12785292	Waist-to-hip ratio adjusted for BMI	SF3B2	spatial			rs12785292			rs12785292	1.0	1.0
rs12785292	A body shape index	SF3B2	spatial			rs12785292			rs12785292	1.0	1.0
rs12785292	Waist-hip index	SF3B2	spatial			rs12785292			rs12785292	1.0	1.0
rs6764325	Waist-to-hip ratio adjusted for BMI	IFT122	spatial	3	129099954	rs6439179	3	129099870	rs6764325	0.970139	1.0
rs6764325	Waist-to-hip ratio adjusted for BMI	IFT122	spatial			rs6764325			rs6764325	1.0	1.0
rs6764325	Waist-to-hip ratio adjusted for BMI	IFT122	spatial	3	129099945	rs6764349	3	129099870	rs6764325	0.970139	1.0
rs6764325	Waist-to-hip ratio adjusted for BMI	IFT122	spatial	3	129096908	rs6791509	3	129099870	rs6764325	0.903129	1.0
rs6764325	Waist-to-hip ratio adjusted for BMI	IFT122	spatial	3	129099952	rs6801682	3	129099870	rs6764325	0.970139	1.0
rs6764325	Waist-to-hip ratio adjusted for BMI	IFT122	spatial	3	129097408	rs9827034	3	129099870	rs6764325	0.984762	1.0
rs6764325	Waist-hip index	IFT122	spatial	3	129099954	rs6439179	3	129099870	rs6764325	0.970139	1.0
rs6764325	Waist-hip index	IFT122	spatial			rs6764325			rs6764325	1.0	1.0
rs6764325	Waist-hip index	IFT122	spatial	3	129099945	rs6764349	3	129099870	rs6764325	0.970139	1.0
rs6764325	Waist-hip index	IFT122	spatial	3	129096908	rs6791509	3	129099870	rs6764325	0.903129	1.0
rs6764325	Waist-hip index	IFT122	spatial	3	129099952	rs6801682	3	129099870	rs6764325	0.970139	1.0
rs6764325	Waist-hip index	IFT122	spatial	3	129097408	rs9827034	3	129099870	rs6764325	0.984762	1.0
rs6764238	Waist-to-hip ratio adjusted for BMI	IFT122	spatial	3	129090994	rs11712682	3	129092490	rs6764238	0.977852	0.982195
rs6764238	Waist-to-hip ratio adjusted for BMI	IFT122	spatial	3	129093906	rs6439177	3	129092490	rs6764238	0.928862	0.928862
rs6764238	Waist-to-hip ratio adjusted for BMI	IFT122	spatial			rs6764238			rs6764238	1.0	1.0
rs6764238	Waist-hip index	IFT122	spatial	3	129090994	rs11712682	3	129092490	rs6764238	0.977852	0.982195
rs6764238	Waist-hip index	IFT122	spatial	3	129093906	rs6439177	3	129092490	rs6764238	0.928862	0.928862
rs6764238	Waist-hip index	IFT122	spatial			rs6764238			rs6764238	1.0	1.0
rs58915955	Waist-to-hip ratio adjusted for BMI	IFT122	spatial	3	129108434	rs12632105	3	129108157	rs58915955	1.0	1.0
rs58915955	Waist-to-hip ratio adjusted for BMI	IFT122	spatial	3	129108934	rs16859047	3	129108157	rs58915955	1.0	1.0
rs58915955	Waist-to-hip ratio adjusted for BMI	IFT122	spatial	3	129109763	rs3806709	3	129108157	rs58915955	0.943773	0.992443
rs58915955	Waist-to-hip ratio adjusted for BMI	IFT122	spatial	3	129109506	rs3821918	3	129108157	rs58915955	1.0	1.0
rs58915955	Waist-to-hip ratio adjusted for BMI	IFT122	spatial			rs58915955			rs58915955	1.0	1.0
rs58915955	Waist-to-hip ratio adjusted for BMI	IFT122	spatial	3	129112746	rs59299958	3	129108157	rs58915955	1.0	1.0
rs58915955	Waist-to-hip ratio adjusted for BMI	IFT122	spatial	3	129112453	rs60960425	3	129108157	rs58915955	1.0	1.0
rs58915955	Waist-to-hip ratio adjusted for BMI	IFT122	spatial	3	129108914	rs72982655	3	129108157	rs58915955	1.0	1.0
rs58915955	A body shape index	IFT122	spatial	3	129108434	rs12632105	3	129108157	rs58915955	1.0	1.0
rs58915955	A body shape index	IFT122	spatial	3	129108934	rs16859047	3	129108157	rs58915955	1.0	1.0
rs58915955	A body shape index	IFT122	spatial	3	129109763	rs3806709	3	129108157	rs58915955	0.943773	0.992443
rs58915955	A body shape index	IFT122	spatial	3	129109506	rs3821918	3	129108157	rs58915955	1.0	1.0
rs58915955	A body shape index	IFT122	spatial			rs58915955			rs58915955	1.0	1.0
rs58915955	A body shape index	IFT122	spatial	3	129112746	rs59299958	3	129108157	rs58915955	1.0	1.0
rs58915955	A body shape index	IFT122	spatial	3	129112453	rs60960425	3	129108157	rs58915955	1.0	1.0
rs58915955	A body shape index	IFT122	spatial	3	129108914	rs72982655	3	129108157	rs58915955	1.0	1.0
rs58915955	Waist-hip index	IFT122	spatial	3	129108434	rs12632105	3	129108157	rs58915955	1.0	1.0
rs58915955	Waist-hip index	IFT122	spatial	3	129108934	rs16859047	3	129108157	rs58915955	1.0	1.0
rs58915955	Waist-hip index	IFT122	spatial	3	129109763	rs3806709	3	129108157	rs58915955	0.943773	0.992443
rs58915955	Waist-hip index	IFT122	spatial	3	129109506	rs3821918	3	129108157	rs58915955	1.0	1.0
rs58915955	Waist-hip index	IFT122	spatial			rs58915955			rs58915955	1.0	1.0
rs58915955	Waist-hip index	IFT122	spatial	3	129112746	rs59299958	3	129108157	rs58915955	1.0	1.0
rs58915955	Waist-hip index	IFT122	spatial	3	129112453	rs60960425	3	129108157	rs58915955	1.0	1.0
rs58915955	Waist-hip index	IFT122	spatial	3	129108914	rs72982655	3	129108157	rs58915955	1.0	1.0
rs7772614	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial			rs7772614			rs7772614	1.0	1.0
rs7772614	Waist-hip index	HLA-B	spatial			rs7772614			rs7772614	1.0	1.0
rs3132454	Waist-to-hip ratio adjusted for BMI	DDX39B	spatial			rs3132454			rs3132454	1.0	1.0
rs59414721	Waist-to-hip ratio adjusted for BMI	AFF4	spatial	5	132322851	rs12332674	5	132322504	rs59414721	0.898815	0.912933
rs59414721	Waist-hip index	AFF4	spatial	5	132322851	rs12332674	5	132322504	rs59414721	0.898815	0.912933
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31229728	rs147219155	6	31229722	rs9264408	0.945642	1.0
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31230758	rs2394951	6	31229722	rs9264408	0.899633	0.902551
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31230881	rs2394952	6	31229722	rs9264408	0.899633	0.902551
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31233352	rs2394953	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31233394	rs2394954	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31233395	rs2394955	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31230989	rs2894198	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31233269	rs2894202	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31233531	rs2894203	6	31229722	rs9264408	0.923675	0.947577
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31231808	rs3130445	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31229040	rs3130541	6	31229722	rs9264408	0.944129	0.986796
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31232110	rs3130542	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31232146	rs3130543	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31228867	rs3132493	6	31229722	rs9264408	0.950918	1.0
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31231717	rs4365966	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31230650	rs4995901	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31230644	rs4995902	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31230604	rs4995903	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31231967	rs61233306	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31232342	rs66624704	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31227120	rs9264322	6	31229722	rs9264408	0.948657	1.0
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31227141	rs9264323	6	31229722	rs9264408	0.948025	1.0
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31227145	rs9264324	6	31229722	rs9264408	0.948025	1.0
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31227150	rs9264325	6	31229722	rs9264408	0.948025	1.0
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31227190	rs9264326	6	31229722	rs9264408	0.910415	0.928096
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31227218	rs9264327	6	31229722	rs9264408	0.945152	1.0
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31227249	rs9264328	6	31229722	rs9264408	0.948025	1.0
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31227253	rs9264329	6	31229722	rs9264408	0.910415	0.928096
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31227262	rs9264330	6	31229722	rs9264408	0.910415	0.928096
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31227456	rs9264333	6	31229722	rs9264408	0.94122	0.98678
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31227474	rs9264334	6	31229722	rs9264408	0.903525	0.915232
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31227493	rs9264335	6	31229722	rs9264408	0.94122	0.98678
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31227505	rs9264337	6	31229722	rs9264408	0.94122	0.98678
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31227576	rs9264338	6	31229722	rs9264408	0.948025	1.0
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31227587	rs9264339	6	31229722	rs9264408	0.948025	1.0
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31227712	rs9264341	6	31229722	rs9264408	0.916827	0.934633
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31227736	rs9264342	6	31229722	rs9264408	0.916827	0.934633
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31227751	rs9264343	6	31229722	rs9264408	0.913396	0.928185
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31227786	rs9264344	6	31229722	rs9264408	0.948657	1.0
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31228039	rs9264346	6	31229722	rs9264408	0.913396	0.928185
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31228086	rs9264351	6	31229722	rs9264408	0.909962	0.921753
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31228103	rs9264352	6	31229722	rs9264408	0.909962	0.921753
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31228173	rs9264353	6	31229722	rs9264408	0.916827	0.934633
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31228211	rs9264356	6	31229722	rs9264408	0.947525	0.99339
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31228266	rs9264358	6	31229722	rs9264408	0.947525	0.99339
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31228326	rs9264362	6	31229722	rs9264408	0.913396	0.928185
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31228385	rs9264364	6	31229722	rs9264408	0.909962	0.921753
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31228398	rs9264365	6	31229722	rs9264408	0.909962	0.921753
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31228429	rs9264367	6	31229722	rs9264408	0.950918	1.0
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31228459	rs9264368	6	31229722	rs9264408	0.913396	0.928185
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31228600	rs9264372	6	31229722	rs9264408	0.913396	0.928185
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31228665	rs9264374	6	31229722	rs9264408	0.947525	0.99339
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31228706	rs9264375	6	31229722	rs9264408	0.913396	0.928185
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31229050	rs9264383	6	31229722	rs9264408	0.938331	0.986763
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31229054	rs9264384	6	31229722	rs9264408	0.906523	0.915336
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31229129	rs9264386	6	31229722	rs9264408	0.913396	0.928185
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31229172	rs9264387	6	31229722	rs9264408	0.913396	0.928185
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31229187	rs9264388	6	31229722	rs9264408	0.910415	0.928096
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31229190	rs9264389	6	31229722	rs9264408	0.948025	1.0
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31229195	rs9264390	6	31229722	rs9264408	0.948025	1.0
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31229288	rs9264395	6	31229722	rs9264408	0.944625	0.993382
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31229365	rs9264397	6	31229722	rs9264408	0.945152	1.0
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31229376	rs9264398	6	31229722	rs9264408	0.950918	1.0
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31229412	rs9264400	6	31229722	rs9264408	0.964144	1.0
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31229443	rs9264402	6	31229722	rs9264408	0.950918	1.0
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31229592	rs9264405	6	31229722	rs9264408	0.913396	0.928185
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31229609	rs9264406	6	31229722	rs9264408	0.913396	0.928185
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31229668	rs9264407	6	31229722	rs9264408	0.913396	0.928185
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial			rs9264408			rs9264408	1.0	1.0
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31229737	rs9264409	6	31229722	rs9264408	0.913396	0.928185
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31229774	rs9264410	6	31229722	rs9264408	0.913396	0.928185
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31229844	rs9264411	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31229929	rs9264413	6	31229722	rs9264408	0.944314	0.992955
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31229941	rs9264414	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31230077	rs9264417	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31230179	rs9264421	6	31229722	rs9264408	0.920253	0.941097
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31230182	rs9264422	6	31229722	rs9264408	0.917288	0.941024
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31230317	rs9264425	6	31229722	rs9264408	0.930508	0.960585
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31230318	rs9264426	6	31229722	rs9264408	0.930508	0.960585
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31230355	rs9264427	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31230451	rs9264428	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31230497	rs9264429	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31231018	rs9264440	6	31229722	rs9264408	0.899633	0.902551
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31231067	rs9264441	6	31229722	rs9264408	0.899633	0.902551
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31231104	rs9264443	6	31229722	rs9264408	0.940901	0.979222
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31231113	rs9264445	6	31229722	rs9264408	0.925179	0.96699
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31231141	rs9264448	6	31229722	rs9264408	0.896618	0.902431
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31231198	rs9264451	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31231231	rs9264452	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31231233	rs9264453	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31231331	rs9264454	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31231381	rs9264455	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31231537	rs9264460	6	31229722	rs9264408	0.925179	0.96699
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31231590	rs9264463	6	31229722	rs9264408	0.930986	0.967073
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31231621	rs9264464	6	31229722	rs9264408	0.927714	0.965431
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31231687	rs9264466	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31231971	rs9264474	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31232317	rs9264481	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31232411	rs9264482	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31232445	rs9264483	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31232562	rs9264489	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31232675	rs9264492	6	31229722	rs9264408	0.930756	0.965466
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31232696	rs9264493	6	31229722	rs9264408	0.930508	0.960585
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31232721	rs9264495	6	31229722	rs9264408	0.930508	0.960585
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31232722	rs9264496	6	31229722	rs9264408	0.930508	0.960585
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31232768	rs9264497	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31232788	rs9264498	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31232824	rs9264500	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31232912	rs9264502	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31233120	rs9264505	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31233142	rs9264506	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31233151	rs9264507	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31233213	rs9264508	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31233757	rs9264523	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31233844	rs9264524	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31233987	rs9264526	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31233991	rs9264527	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31234057	rs9264528	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31234073	rs9264529	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31234493	rs9264533	6	31229722	rs9264408	0.944314	0.992955
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31234515	rs9279065	6	31229722	rs9264408	0.910997	0.966783
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31231515	rs9281291	6	31229722	rs9264408	0.896618	0.902431
rs9264408	Waist-to-hip ratio adjusted for BMI	HLA-B	spatial	6	31232336	rs9281293	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-hip index	HLA-B	spatial	6	31229728	rs147219155	6	31229722	rs9264408	0.945642	1.0
rs9264408	Waist-hip index	HLA-B	spatial	6	31230758	rs2394951	6	31229722	rs9264408	0.899633	0.902551
rs9264408	Waist-hip index	HLA-B	spatial	6	31230881	rs2394952	6	31229722	rs9264408	0.899633	0.902551
rs9264408	Waist-hip index	HLA-B	spatial	6	31233352	rs2394953	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-hip index	HLA-B	spatial	6	31233394	rs2394954	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-hip index	HLA-B	spatial	6	31233395	rs2394955	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-hip index	HLA-B	spatial	6	31230989	rs2894198	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-hip index	HLA-B	spatial	6	31233269	rs2894202	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-hip index	HLA-B	spatial	6	31233531	rs2894203	6	31229722	rs9264408	0.923675	0.947577
rs9264408	Waist-hip index	HLA-B	spatial	6	31231808	rs3130445	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-hip index	HLA-B	spatial	6	31229040	rs3130541	6	31229722	rs9264408	0.944129	0.986796
rs9264408	Waist-hip index	HLA-B	spatial	6	31232110	rs3130542	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-hip index	HLA-B	spatial	6	31232146	rs3130543	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-hip index	HLA-B	spatial	6	31228867	rs3132493	6	31229722	rs9264408	0.950918	1.0
rs9264408	Waist-hip index	HLA-B	spatial	6	31231717	rs4365966	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-hip index	HLA-B	spatial	6	31230650	rs4995901	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-hip index	HLA-B	spatial	6	31230644	rs4995902	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-hip index	HLA-B	spatial	6	31230604	rs4995903	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-hip index	HLA-B	spatial	6	31231967	rs61233306	6	31229722	rs9264408	0.896182	0.896182
rs9264408	Waist-hip index	HLA-B	spatial	6	31232342	rs66624704	6	31229722	rs9264408	0.933919	0.967113
rs9264408	Waist-hip index	HLA-B	spatial	6	31227120	rs9264322	6	31229722	rs9264408	0.948657	1.0
rs9264408	Waist-hip index	HLA-B	spatial	6	31227141	rs9264323	6	31229722	rs9264408	0.948025	1.0
rs9264408	Waist-hip index	HLA-B	spatial	6	31227145	rs9264324	6	31229722	rs9264408	0.948025	1.0
rs9264408	Waist-hip index	HLA-B	spatial	6	31227150	rs9264325	6	31229722	rs9264408	0.948025	1.0
rs9264408	Waist-hip index	HLA-B	spatial	6	31227190	rs9264326	6	31229722	rs9264408	0.910415	0.928096
rs9264408	Waist-hip index	HLA-B	spatial	6	31227218	rs9264327	6	31229722	rs9264408	0.945152	1.0
rs9264408	Waist-hip index	HLA-B	spatial	6	31227249	rs9264328	6	31229722	rs9264408	0.948025	1.0
rs9264408	Waist-hip index	HLA-B	spatial	6	31227253	rs9264329	6	31229722	rs9264408	0.910415	0.928096
rs9264408	Waist-hip index	HLA-B	spatial	6	31227262	rs9264330	6	31229722	rs9264408	0.910415	0.928096
rs9264408	Waist-hip index	HLA-B	spatial	6	31227456	rs9264333	6	31229722	rs9264408	0.94122	0.98678
rs9264408	Waist-hip index	HLA-B	spatial	6	31227474	rs9264334	6	31229722	rs9264408	0.903525	0.915232
